Date,Start Time,Home,Home Points,Visitor,Visitor Points,Winner,Attendance
"Sun, Nov 24, 2019",6:00p,Washington Wizards,106,Sacramento Kings,113,Sacramento Kings,"15,885"
"Sun, Nov 24, 2019",8:00p,Denver Nuggets,116,Phoenix Suns,104,Denver Nuggets,"19,520"
"Sun, Nov 24, 2019",9:00p,Los Angeles Clippers,134,New Orleans Pelicans,109,Los Angeles Clippers,"19,068"
"Mon, Nov 25, 2019",7:00p,Cleveland Cavaliers,106,Brooklyn Nets,108,Brooklyn Nets,"17,143"
"Mon, Nov 25, 2019",7:00p,Detroit Pistons,103,Orlando Magic,88,Detroit Pistons,"14,695"
"Mon, Nov 25, 2019",7:00p,Indiana Pacers,126,Memphis Grizzlies,114,Indiana Pacers,"15,141"
"Mon, Nov 25, 2019",7:30p,Atlanta Hawks,113,Minnesota Timberwolves,125,Minnesota Timberwolves,"16,218"
"Mon, Nov 25, 2019",7:30p,Boston Celtics,103,Sacramento Kings,102,Boston Celtics,"19,156"
"Mon, Nov 25, 2019",7:30p,Miami Heat,117,Charlotte Hornets,100,Miami Heat,"19,600"
"Mon, Nov 25, 2019",7:30p,Toronto Raptors,101,Philadelphia 76ers,96,Toronto Raptors,"19,800"
"Mon, Nov 25, 2019",8:00p,Chicago Bulls,94,Portland Trail Blazers,117,Portland Trail Blazers,"18,776"
"Mon, Nov 25, 2019",8:00p,Milwaukee Bucks,122,Utah Jazz,118,Milwaukee Bucks,"17,385"
"Mon, Nov 25, 2019",8:30p,San Antonio Spurs,104,Los Angeles Lakers,114,Los Angeles Lakers,"18,498"
"Mon, Nov 25, 2019",10:30p,Golden State Warriors,97,Oklahoma City Thunder,100,Oklahoma City Thunder,"18,064"
"Tue, Nov 26, 2019",8:30p,Dallas Mavericks,99,Los Angeles Clippers,114,Los Angeles Clippers,"20,407"
"Tue, Nov 26, 2019",9:00p,Denver Nuggets,117,Washington Wizards,104,Denver Nuggets,"18,673"
"Wed, Nov 27, 2019",7:00p,Boston Celtics,121,Brooklyn Nets,110,Boston Celtics,"19,156"
"Wed, Nov 27, 2019",7:00p,Charlotte Hornets,102,Detroit Pistons,101,Charlotte Hornets,"15,535"
"Wed, Nov 27, 2019",7:00p,Cleveland Cavaliers,104,Orlando Magic,116,Orlando Magic,"17,712"
"Wed, Nov 27, 2019",7:00p,Indiana Pacers,121,Utah Jazz,102,Indiana Pacers,"17,027"
"Wed, Nov 27, 2019",7:00p,Philadelphia 76ers,97,Sacramento Kings,91,Philadelphia 76ers,"20,592"
"Wed, Nov 27, 2019",7:30p,Toronto Raptors,126,New York Knicks,98,Toronto Raptors,"19,800"
"Wed, Nov 27, 2019",8:00p,Houston Rockets,117,Miami Heat,108,Houston Rockets,"18,055"
"Wed, Nov 27, 2019",8:00p,Memphis Grizzlies,119,Los Angeles Clippers,121,Los Angeles Clippers,"16,721"
"Wed, Nov 27, 2019",8:00p,Milwaukee Bucks,111,Atlanta Hawks,102,Milwaukee Bucks,"17,525"
"Wed, Nov 27, 2019",8:30p,San Antonio Spurs,101,Minnesota Timberwolves,113,Minnesota Timberwolves,"18,354"
"Wed, Nov 27, 2019",9:00p,Phoenix Suns,132,Washington Wizards,140,Washington Wizards,"14,123"
"Wed, Nov 27, 2019",9:30p,New Orleans Pelicans,110,Los Angeles Lakers,114,Los Angeles Lakers,"18,626"
"Wed, Nov 27, 2019",10:00p,Portland Trail Blazers,136,Oklahoma City Thunder,119,Portland Trail Blazers,"19,870"
"Wed, Nov 27, 2019",10:30p,Golden State Warriors,104,Chicago Bulls,90,Golden State Warriors,"18,064"
"Fri, Nov 29, 2019",12:00p,Brooklyn Nets,112,Boston Celtics,107,Brooklyn Nets,"17,732"
"Fri, Nov 29, 2019",7:00p,Detroit Pistons,107,Charlotte Hornets,110,Charlotte Hornets,"15,006"
"Fri, Nov 29, 2019",7:00p,Orlando Magic,83,Toronto Raptors,90,Toronto Raptors,"17,014"
"Fri, Nov 29, 2019",7:30p,Cleveland Cavaliers,110,Milwaukee Bucks,119,Milwaukee Bucks,"19,432"
"Fri, Nov 29, 2019",7:30p,New York Knicks,95,Philadelphia 76ers,101,Philadelphia 76ers,"18,109"
"Fri, Nov 29, 2019",8:00p,Indiana Pacers,105,Atlanta Hawks,104,Indiana Pacers,"15,827"
"Fri, Nov 29, 2019",8:00p,Memphis Grizzlies,94,Utah Jazz,103,Utah Jazz,"16,605"
"Fri, Nov 29, 2019",8:00p,Miami Heat,122,Golden State Warriors,105,Miami Heat,"19,600"
"Fri, Nov 29, 2019",8:00p,Oklahoma City Thunder,109,New Orleans Pelicans,104,Oklahoma City Thunder,"18,203"
"Fri, Nov 29, 2019",8:30p,San Antonio Spurs,107,Los Angeles Clippers,97,San Antonio Spurs,"18,354"
"Fri, Nov 29, 2019",9:00p,Phoenix Suns,113,Dallas Mavericks,120,Dallas Mavericks,"18,055"
"Fri, Nov 29, 2019",10:00p,Portland Trail Blazers,107,Chicago Bulls,103,Portland Trail Blazers,"20,139"
"Fri, Nov 29, 2019",10:30p,Los Angeles Lakers,125,Washington Wizards,103,Los Angeles Lakers,"18,997"
"Sat, Nov 30, 2019",5:00p,Sacramento Kings,100,Denver Nuggets,97,Sacramento Kings,"17,583"
"Sat, Nov 30, 2019",7:00p,Philadelphia 76ers,119,Indiana Pacers,116,Philadelphia 76ers,"20,517"
"Sat, Nov 30, 2019",8:00p,Houston Rockets,158,Atlanta Hawks,111,Houston Rockets,"18,055"
"Sat, Nov 30, 2019",8:00p,Milwaukee Bucks,137,Charlotte Hornets,96,Milwaukee Bucks,"17,550"
"Sun, Dec 1, 2019",3:00p,Brooklyn Nets,106,Miami Heat,109,Miami Heat,"17,026"
"Sun, Dec 1, 2019",3:30p,Minnesota Timberwolves,107,Memphis Grizzlies,115,Memphis Grizzlies,"12,276"
"Sun, Dec 1, 2019",3:30p,New York Knicks,104,Boston Celtics,113,Boston Celtics,"18,005"
"Sun, Dec 1, 2019",4:00p,Los Angeles Lakers,100,Dallas Mavericks,114,Dallas Mavericks,"18,997"
"Sun, Dec 1, 2019",5:00p,Detroit Pistons,132,San Antonio Spurs,98,Detroit Pistons,"14,270"
"Sun, Dec 1, 2019",5:00p,New Orleans Pelicans,104,Oklahoma City Thunder,107,Oklahoma City Thunder,"15,427"
"Sun, Dec 1, 2019",6:00p,Orlando Magic,100,Golden State Warriors,96,Orlando Magic,"15,052"
"Sun, Dec 1, 2019",6:00p,Toronto Raptors,130,Utah Jazz,110,Toronto Raptors,"18,132"
"Sun, Dec 1, 2019",10:30p,Los Angeles Clippers,150,Washington Wizards,125,Los Angeles Clippers,"19,068"
"Mon, Dec 2, 2019",7:00p,Charlotte Hornets,104,Phoenix Suns,109,Phoenix Suns,"11,221"
"Mon, Dec 2, 2019",7:00p,Philadelphia 76ers,103,Utah Jazz,94,Philadelphia 76ers,"20,208"
"Mon, Dec 2, 2019",7:30p,Atlanta Hawks,104,Golden State Warriors,79,Atlanta Hawks,"14,278"
"Mon, Dec 2, 2019",8:00p,Memphis Grizzlies,104,Indiana Pacers,117,Indiana Pacers,"11,919"
"Mon, Dec 2, 2019",8:00p,Milwaukee Bucks,132,New York Knicks,88,Milwaukee Bucks,"17,385"
"Mon, Dec 2, 2019",10:00p,Sacramento Kings,106,Chicago Bulls,113,Chicago Bulls,"17,257"
"Tue, Dec 3, 2019",7:00p,Cleveland Cavaliers,94,Detroit Pistons,127,Detroit Pistons,"17,504"
"Tue, Dec 3, 2019",7:00p,Washington Wizards,120,Orlando Magic,127,Orlando Magic,"13,159"
"Tue, Dec 3, 2019",7:30p,New Orleans Pelicans,97,Dallas Mavericks,118,Dallas Mavericks,"14,664"
"Tue, Dec 3, 2019",7:30p,Toronto Raptors,110,Miami Heat,121,Miami Heat,"19,800"
"Tue, Dec 3, 2019",8:30p,San Antonio Spurs,135,Houston Rockets,133,San Antonio Spurs,"18,354"
"Tue, Dec 3, 2019",9:00p,Denver Nuggets,96,Los Angeles Lakers,105,Los Angeles Lakers,"19,658"
"Tue, Dec 3, 2019",10:00p,Los Angeles Clippers,117,Portland Trail Blazers,97,Los Angeles Clippers,"19,068"
"Wed, Dec 4, 2019",7:00p,Charlotte Hornets,106,Golden State Warriors,91,Charlotte Hornets,"14,355"
"Wed, Dec 4, 2019",7:00p,Detroit Pistons,103,Milwaukee Bucks,127,Milwaukee Bucks,"15,742"
"Wed, Dec 4, 2019",7:00p,Orlando Magic,128,Phoenix Suns,114,Orlando Magic,"15,176"
"Wed, Dec 4, 2019",7:30p,Atlanta Hawks,118,Brooklyn Nets,130,Brooklyn Nets,"15,694"
"Wed, Dec 4, 2019",7:30p,Boston Celtics,112,Miami Heat,93,Boston Celtics,"19,156"
"Wed, Dec 4, 2019",8:00p,Chicago Bulls,106,Memphis Grizzlies,99,Chicago Bulls,"15,017"
"Wed, Dec 4, 2019",8:00p,Oklahoma City Thunder,100,Indiana Pacers,107,Indiana Pacers,"18,203"
"Wed, Dec 4, 2019",8:30p,Dallas Mavericks,121,Minnesota Timberwolves,114,Dallas Mavericks,"19,671"
"Wed, Dec 4, 2019",9:00p,Utah Jazz,96,Los Angeles Lakers,121,Los Angeles Lakers,"18,306"
"Wed, Dec 4, 2019",10:00p,Portland Trail Blazers,127,Sacramento Kings,116,Portland Trail Blazers,"19,393"
"Thu, Dec 5, 2019",7:00p,Washington Wizards,119,Philadelphia 76ers,113,Washington Wizards,"16,554"
"Thu, Dec 5, 2019",7:30p,New York Knicks,92,Denver Nuggets,129,Denver Nuggets,"18,171"
"Thu, Dec 5, 2019",7:30p,Toronto Raptors,109,Houston Rockets,119,Houston Rockets,"19,800"
"Thu, Dec 5, 2019",8:00p,New Orleans Pelicans,132,Phoenix Suns,139,Phoenix Suns,"15,607"
"Fri, Dec 6, 2019",7:00p,Charlotte Hornets,104,Brooklyn Nets,111,Brooklyn Nets,"15,075"
"Fri, Dec 6, 2019",7:00p,Cleveland Cavaliers,87,Orlando Magic,93,Orlando Magic,"18,446"
"Fri, Dec 6, 2019",7:00p,Detroit Pistons,108,Indiana Pacers,101,Detroit Pistons,"14,894"
"Fri, Dec 6, 2019",8:00p,Boston Celtics,108,Denver Nuggets,95,Boston Celtics,"19,156"
"Fri, Dec 6, 2019",8:00p,Chicago Bulls,98,Golden State Warriors,100,Golden State Warriors,"18,841"
"Fri, Dec 6, 2019",8:00p,Miami Heat,112,Washington Wizards,103,Miami Heat,"19,600"
"Fri, Dec 6, 2019",8:00p,Oklahoma City Thunder,139,Minnesota Timberwolves,127,Oklahoma City Thunder,"18,203"
"Fri, Dec 6, 2019",8:30p,Milwaukee Bucks,119,Los Angeles Clippers,91,Milwaukee Bucks,"17,732"
"Fri, Dec 6, 2019",8:30p,San Antonio Spurs,105,Sacramento Kings,104,San Antonio Spurs,"18,354"
"Fri, Dec 6, 2019",10:30p,Portland Trail Blazers,113,Los Angeles Lakers,136,Los Angeles Lakers,"19,912"
"Sat, Dec 7, 2019",2:00p,Dallas Mavericks,130,New Orleans Pelicans,84,Dallas Mavericks,"19,456"
"Sat, Dec 7, 2019",7:30p,New York Knicks,103,Indiana Pacers,104,Indiana Pacers,"19,110"
"Sat, Dec 7, 2019",7:30p,Philadelphia 76ers,141,Cleveland Cavaliers,94,Philadelphia 76ers,"20,844"
"Sat, Dec 7, 2019",8:00p,Houston Rockets,115,Phoenix Suns,109,Houston Rockets,"18,055"
"Sat, Dec 7, 2019",10:00p,Utah Jazz,126,Memphis Grizzlies,112,Utah Jazz,"18,306"
"Sun, Dec 8, 2019",3:00p,Brooklyn Nets,105,Denver Nuggets,102,Brooklyn Nets,"16,679"
"Sun, Dec 8, 2019",5:00p,Charlotte Hornets,107,Atlanta Hawks,122,Atlanta Hawks,"15,489"
"Sun, Dec 8, 2019",6:00p,Miami Heat,110,Chicago Bulls,105,Miami Heat,"19,600"
"Sun, Dec 8, 2019",6:00p,Philadelphia 76ers,110,Toronto Raptors,104,Philadelphia 76ers,"20,313"
"Sun, Dec 8, 2019",6:00p,Washington Wizards,119,Los Angeles Clippers,135,Los Angeles Clippers,"15,946"
"Sun, Dec 8, 2019",7:00p,Dallas Mavericks,106,Sacramento Kings,110,Sacramento Kings,"19,566"
"Sun, Dec 8, 2019",9:00p,Portland Trail Blazers,96,Oklahoma City Thunder,108,Oklahoma City Thunder,"19,393"
"Sun, Dec 8, 2019",9:30p,Los Angeles Lakers,142,Minnesota Timberwolves,125,Los Angeles Lakers,"18,997"
"Mon, Dec 9, 2019",7:00p,Indiana Pacers,99,Los Angeles Clippers,110,Los Angeles Clippers,"14,644"
"Mon, Dec 9, 2019",7:30p,Boston Celtics,110,Cleveland Cavaliers,88,Boston Celtics,"19,156"
"Mon, Dec 9, 2019",8:00p,Chicago Bulls,92,Toronto Raptors,93,Toronto Raptors,"14,775"
"Mon, Dec 9, 2019",8:00p,Houston Rockets,118,Sacramento Kings,119,Sacramento Kings,"18,055"
"Mon, Dec 9, 2019",8:00p,Milwaukee Bucks,110,Orlando Magic,101,Milwaukee Bucks,"17,385"
"Mon, Dec 9, 2019",8:00p,New Orleans Pelicans,103,Detroit Pistons,105,Detroit Pistons,"13,694"
"Mon, Dec 9, 2019",9:00p,Phoenix Suns,125,Minnesota Timberwolves,109,Phoenix Suns,"13,230"
"Mon, Dec 9, 2019",9:00p,Utah Jazz,90,Oklahoma City Thunder,104,Oklahoma City Thunder,"18,306"
"Mon, Dec 9, 2019",10:30p,Golden State Warriors,102,Memphis Grizzlies,110,Memphis Grizzlies,"18,064"
"Tue, Dec 10, 2019",7:00p,Charlotte Hornets,114,Washington Wizards,107,Charlotte Hornets,"10,626"
"Tue, Dec 10, 2019",8:00p,Miami Heat,135,Atlanta Hawks,121,Miami Heat,"19,600"
"Tue, Dec 10, 2019",8:00p,Philadelphia 76ers,97,Denver Nuggets,92,Philadelphia 76ers,"20,591"
"Tue, Dec 10, 2019",10:00p,Portland Trail Blazers,115,New York Knicks,87,Portland Trail Blazers,"19,393"
"Wed, Dec 11, 2019",7:00p,Cleveland Cavaliers,110,Houston Rockets,116,Houston Rockets,"17,122"
"Wed, Dec 11, 2019",7:00p,Indiana Pacers,122,Boston Celtics,117,Indiana Pacers,"15,637"
"Wed, Dec 11, 2019",7:00p,Orlando Magic,87,Los Angeles Lakers,96,Los Angeles Lakers,"18,846"
"Wed, Dec 11, 2019",7:00p,Toronto Raptors,92,Los Angeles Clippers,112,Los Angeles Clippers,"20,144"
"Wed, Dec 11, 2019",7:30p,Brooklyn Nets,108,Charlotte Hornets,113,Charlotte Hornets,"15,631"
"Wed, Dec 11, 2019",8:00p,Chicago Bulls,136,Atlanta Hawks,102,Chicago Bulls,"15,084"
"Wed, Dec 11, 2019",8:00p,Minnesota Timberwolves,116,Utah Jazz,127,Utah Jazz,"12,369"
"Wed, Dec 11, 2019",9:00p,Phoenix Suns,108,Memphis Grizzlies,115,Memphis Grizzlies,"12,254"
"Wed, Dec 11, 2019",9:30p,Milwaukee Bucks,127,New Orleans Pelicans,112,Milwaukee Bucks,"17,385"
"Wed, Dec 11, 2019",10:00p,Sacramento Kings,94,Oklahoma City Thunder,93,Sacramento Kings,"16,723"
"Wed, Dec 11, 2019",10:30p,Golden State Warriors,122,New York Knicks,124,New York Knicks,"18,064"
"Thu, Dec 12, 2019",8:00p,Boston Celtics,109,Philadelphia 76ers,115,Philadelphia 76ers,"19,156"
"Thu, Dec 12, 2019",8:30p,San Antonio Spurs,109,Cleveland Cavaliers,117,Cleveland Cavaliers,"18,354"
"Thu, Dec 12, 2019",9:00p,Detroit Pistons,111,Dallas Mavericks,122,Dallas Mavericks,"20,064"
"Thu, Dec 12, 2019",10:30p,Denver Nuggets,114,Portland Trail Blazers,99,Denver Nuggets,"18,828"
"Fri, Dec 13, 2019",7:00p,Miami Heat,110,Los Angeles Lakers,113,Los Angeles Lakers,"20,013"
"Fri, Dec 13, 2019",7:00p,Orlando Magic,107,Houston Rockets,130,Houston Rockets,"16,335"
"Fri, Dec 13, 2019",7:00p,Philadelphia 76ers,116,New Orleans Pelicans,109,Philadelphia 76ers,"20,620"
"Fri, Dec 13, 2019",7:30p,Atlanta Hawks,100,Indiana Pacers,110,Indiana Pacers,"15,121"
"Fri, Dec 13, 2019",8:00p,Chicago Bulls,73,Charlotte Hornets,83,Charlotte Hornets,"18,377"
"Fri, Dec 13, 2019",8:00p,Memphis Grizzlies,114,Milwaukee Bucks,127,Milwaukee Bucks,"16,109"
"Fri, Dec 13, 2019",9:00p,Utah Jazz,114,Golden State Warriors,106,Utah Jazz,"18,306"
"Fri, Dec 13, 2019",9:30p,Minnesota Timberwolves,117,Los Angeles Clippers,124,Los Angeles Clippers,"17,585"
"Fri, Dec 13, 2019",10:00p,Sacramento Kings,101,New York Knicks,103,New York Knicks,"17,583"
"Sat, Dec 14, 2019",5:00p,Phoenix Suns,119,San Antonio Spurs,121,San Antonio Spurs,"20,013"
"Sat, Dec 14, 2019",7:30p,Toronto Raptors,110,Brooklyn Nets,102,Toronto Raptors,"19,800"
"Sat, Dec 14, 2019",8:00p,Chicago Bulls,109,Los Angeles Clippers,106,Chicago Bulls,"18,426"
"Sat, Dec 14, 2019",8:00p,Memphis Grizzlies,128,Washington Wizards,111,Memphis Grizzlies,"15,631"
"Sat, Dec 14, 2019",8:30p,Dallas Mavericks,118,Miami Heat,122,Miami Heat,"20,333"
"Sat, Dec 14, 2019",8:30p,Milwaukee Bucks,125,Cleveland Cavaliers,108,Milwaukee Bucks,"17,481"
"Sat, Dec 14, 2019",9:00p,Denver Nuggets,110,Oklahoma City Thunder,102,Denver Nuggets,"19,520"
"Sat, Dec 14, 2019",9:00p,Houston Rockets,107,Detroit Pistons,115,Detroit Pistons,"18,055"
"Sun, Dec 15, 2019",3:30p,New Orleans Pelicans,119,Orlando Magic,130,Orlando Magic,"15,388"
"Sun, Dec 15, 2019",5:00p,Indiana Pacers,107,Charlotte Hornets,85,Indiana Pacers,"16,061"
"Sun, Dec 15, 2019",6:00p,Atlanta Hawks,96,Los Angeles Lakers,101,Los Angeles Lakers,"16,962"
"Sun, Dec 15, 2019",6:00p,Brooklyn Nets,109,Philadelphia 76ers,89,Brooklyn Nets,"17,732"
"Sun, Dec 15, 2019",8:00p,Denver Nuggets,111,New York Knicks,105,Denver Nuggets,"18,867"
"Sun, Dec 15, 2019",8:30p,Golden State Warriors,79,Sacramento Kings,100,Sacramento Kings,"18,064"
"Mon, Dec 16, 2019",7:00p,Detroit Pistons,119,Washington Wizards,133,Washington Wizards,"14,632"
"Mon, Dec 16, 2019",7:30p,Toronto Raptors,133,Cleveland Cavaliers,113,Toronto Raptors,"19,800"
"Mon, Dec 16, 2019",8:00p,Houston Rockets,109,San Antonio Spurs,107,Houston Rockets,"18,055"
"Mon, Dec 16, 2019",8:00p,Memphis Grizzlies,118,Miami Heat,111,Memphis Grizzlies,"14,021"
"Mon, Dec 16, 2019",8:00p,Milwaukee Bucks,116,Dallas Mavericks,120,Dallas Mavericks,"17,727"
"Mon, Dec 16, 2019",8:00p,Oklahoma City Thunder,109,Chicago Bulls,106,Oklahoma City Thunder,"18,203"
"Mon, Dec 16, 2019",9:00p,Phoenix Suns,110,Portland Trail Blazers,111,Portland Trail Blazers,"14,193"
"Tue, Dec 17, 2019",7:00p,Charlotte Hornets,110,Sacramento Kings,102,Charlotte Hornets,"13,229"
"Tue, Dec 17, 2019",7:00p,Indiana Pacers,105,Los Angeles Lakers,102,Indiana Pacers,"17,923"
"Tue, Dec 17, 2019",7:30p,New York Knicks,143,Atlanta Hawks,120,New York Knicks,"18,268"
"Tue, Dec 17, 2019",8:00p,New Orleans Pelicans,101,Brooklyn Nets,108,Brooklyn Nets,"15,177"
"Tue, Dec 17, 2019",9:00p,Utah Jazz,109,Orlando Magic,102,Utah Jazz,"18,306"
"Tue, Dec 17, 2019",10:30p,Los Angeles Clippers,120,Phoenix Suns,99,Los Angeles Clippers,"19,068"
"Wed, Dec 18, 2019",7:00p,Cleveland Cavaliers,100,Charlotte Hornets,98,Cleveland Cavaliers,"17,023"
"Wed, Dec 18, 2019",7:00p,Detroit Pistons,99,Toronto Raptors,112,Toronto Raptors,"15,319"
"Wed, Dec 18, 2019",7:00p,Philadelphia 76ers,104,Miami Heat,108,Miami Heat,"20,715"
"Wed, Dec 18, 2019",7:00p,Washington Wizards,109,Chicago Bulls,110,Chicago Bulls,"14,987"
"Wed, Dec 18, 2019",8:00p,Minnesota Timberwolves,99,New Orleans Pelicans,107,New Orleans Pelicans,"12,490"
"Wed, Dec 18, 2019",8:00p,Oklahoma City Thunder,126,Memphis Grizzlies,122,Oklahoma City Thunder,"18,203"
"Wed, Dec 18, 2019",9:00p,Denver Nuggets,113,Orlando Magic,104,Denver Nuggets,"18,182"
"Wed, Dec 18, 2019",9:30p,Dallas Mavericks,103,Boston Celtics,109,Boston Celtics,"20,181"
"Wed, Dec 18, 2019",10:00p,Portland Trail Blazers,122,Golden State Warriors,112,Portland Trail Blazers,"19,393"
"Thu, Dec 19, 2019",7:30p,Atlanta Hawks,106,Utah Jazz,111,Utah Jazz,"16,739"
"Thu, Dec 19, 2019",8:00p,Milwaukee Bucks,111,Los Angeles Lakers,104,Milwaukee Bucks,"18,051"
"Thu, Dec 19, 2019",8:30p,San Antonio Spurs,118,Brooklyn Nets,105,San Antonio Spurs,"18,354"
"Thu, Dec 19, 2019",10:30p,Los Angeles Clippers,117,Houston Rockets,122,Houston Rockets,"19,068"
"Fri, Dec 20, 2019",7:00p,Cleveland Cavaliers,114,Memphis Grizzlies,107,Cleveland Cavaliers,"19,432"
"Fri, Dec 20, 2019",7:00p,Indiana Pacers,119,Sacramento Kings,105,Indiana Pacers,"14,649"
"Fri, Dec 20, 2019",7:30p,Boston Celtics,114,Detroit Pistons,93,Boston Celtics,"19,156"
"Fri, Dec 20, 2019",7:30p,Toronto Raptors,122,Washington Wizards,118,Toronto Raptors,"19,800"
"Fri, Dec 20, 2019",8:00p,Miami Heat,129,New York Knicks,114,Miami Heat,"19,704"
"Fri, Dec 20, 2019",8:00p,Oklahoma City Thunder,126,Phoenix Suns,108,Oklahoma City Thunder,"18,203"
"Fri, Dec 20, 2019",8:00p,Philadelphia 76ers,98,Dallas Mavericks,117,Dallas Mavericks,"20,778"
"Fri, Dec 20, 2019",9:00p,Denver Nuggets,109,Minnesota Timberwolves,100,Denver Nuggets,"19,520"
"Fri, Dec 20, 2019",10:00p,Portland Trail Blazers,118,Orlando Magic,103,Portland Trail Blazers,"19,393"
"Fri, Dec 20, 2019",10:30p,Golden State Warriors,106,New Orleans Pelicans,102,Golden State Warriors,"18,064"
"Sat, Dec 21, 2019",5:00p,Charlotte Hornets,107,Utah Jazz,114,Utah Jazz,"16,187"
"Sat, Dec 21, 2019",6:00p,Brooklyn Nets,122,Atlanta Hawks,112,Brooklyn Nets,"16,496"
"Sat, Dec 21, 2019",7:00p,Detroit Pistons,107,Chicago Bulls,119,Chicago Bulls,"15,948"
"Sat, Dec 21, 2019",7:00p,Philadelphia 76ers,125,Washington Wizards,108,Philadelphia 76ers,"20,529"
"Sat, Dec 21, 2019",7:30p,New York Knicks,102,Milwaukee Bucks,123,Milwaukee Bucks,"18,124"
"Sat, Dec 21, 2019",8:00p,Memphis Grizzlies,119,Sacramento Kings,115,Memphis Grizzlies,"15,603"
"Sat, Dec 21, 2019",8:30p,San Antonio Spurs,109,Los Angeles Clippers,134,Los Angeles Clippers,"18,354"
"Sat, Dec 21, 2019",9:00p,Phoenix Suns,125,Houston Rockets,139,Houston Rockets,"16,061"
"Sat, Dec 21, 2019",10:00p,Portland Trail Blazers,113,Minnesota Timberwolves,106,Portland Trail Blazers,"19,393"
"Sun, Dec 22, 2019",3:30p,Toronto Raptors,110,Dallas Mavericks,107,Toronto Raptors,"19,800"
"Sun, Dec 22, 2019",6:00p,Boston Celtics,119,Charlotte Hornets,93,Boston Celtics,"19,156"
"Sun, Dec 22, 2019",7:00p,Milwaukee Bucks,117,Indiana Pacers,89,Milwaukee Bucks,"18,029"
"Sun, Dec 22, 2019",7:00p,Oklahoma City Thunder,118,Los Angeles Clippers,112,Oklahoma City Thunder,"18,203"
"Sun, Dec 22, 2019",9:30p,Los Angeles Lakers,104,Denver Nuggets,128,Denver Nuggets,"18,997"
"Mon, Dec 23, 2019",7:00p,Cleveland Cavaliers,121,Atlanta Hawks,118,Cleveland Cavaliers,"18,007"
"Mon, Dec 23, 2019",7:00p,Detroit Pistons,109,Philadelphia 76ers,125,Philadelphia 76ers,"16,476"
"Mon, Dec 23, 2019",7:00p,Indiana Pacers,120,Toronto Raptors,115,Indiana Pacers,"17,164"
"Mon, Dec 23, 2019",7:00p,New York Knicks,115,Washington Wizards,121,Washington Wizards,"19,413"
"Mon, Dec 23, 2019",7:00p,Orlando Magic,103,Chicago Bulls,95,Orlando Magic,"18,846"
"Mon, Dec 23, 2019",7:30p,Miami Heat,107,Utah Jazz,104,Miami Heat,"19,890"
"Mon, Dec 23, 2019",8:00p,Memphis Grizzlies,115,San Antonio Spurs,145,San Antonio Spurs,"16,776"
"Mon, Dec 23, 2019",9:00p,Phoenix Suns,111,Denver Nuggets,113,Denver Nuggets,"16,041"
"Mon, Dec 23, 2019",10:00p,Portland Trail Blazers,94,New Orleans Pelicans,102,New Orleans Pelicans,"19,499"
"Mon, Dec 23, 2019",10:00p,Sacramento Kings,104,Houston Rockets,113,Houston Rockets,"17,583"
"Mon, Dec 23, 2019",10:30p,Golden State Warriors,113,Minnesota Timberwolves,104,Golden State Warriors,"18,064"
"Wed, Dec 25, 2019",12:00p,Toronto Raptors,102,Boston Celtics,118,Boston Celtics,"19,800"
"Wed, Dec 25, 2019",2:30p,Philadelphia 76ers,121,Milwaukee Bucks,109,Philadelphia 76ers,"21,028"
"Wed, Dec 25, 2019",5:00p,Golden State Warriors,116,Houston Rockets,104,Golden State Warriors,"18,064"
"Wed, Dec 25, 2019",8:00p,Los Angeles Lakers,106,Los Angeles Clippers,111,Los Angeles Clippers,"18,997"
"Wed, Dec 25, 2019",10:30p,Denver Nuggets,100,New Orleans Pelicans,112,New Orleans Pelicans,"19,520"
"Thu, Dec 26, 2019",7:00p,Detroit Pistons,132,Washington Wizards,102,Detroit Pistons,"17,188"
"Thu, Dec 26, 2019",7:30p,Brooklyn Nets,82,New York Knicks,94,New York Knicks,"17,732"
"Thu, Dec 26, 2019",8:00p,Dallas Mavericks,102,San Antonio Spurs,98,Dallas Mavericks,"20,427"
"Thu, Dec 26, 2019",8:00p,Oklahoma City Thunder,97,Memphis Grizzlies,110,Memphis Grizzlies,"18,203"
"Thu, Dec 26, 2019",10:00p,Sacramento Kings,104,Minnesota Timberwolves,105,Minnesota Timberwolves,"17,583"
"Thu, Dec 26, 2019",10:30p,Utah Jazz,121,Portland Trail Blazers,115,Utah Jazz,"18,306"
"Fri, Dec 27, 2019",4:00p,Boston Celtics,129,Cleveland Cavaliers,117,Boston Celtics,"19,156"
"Fri, Dec 27, 2019",7:00p,Charlotte Hornets,102,Oklahoma City Thunder,104,Oklahoma City Thunder,"18,418"
"Fri, Dec 27, 2019",7:00p,Orlando Magic,98,Philadelphia 76ers,97,Orlando Magic,"17,311"
"Fri, Dec 27, 2019",7:30p,Atlanta Hawks,86,Milwaukee Bucks,112,Milwaukee Bucks,"17,358"
"Fri, Dec 27, 2019",8:00p,Miami Heat,113,Indiana Pacers,112,Miami Heat,"19,767"
"Fri, Dec 27, 2019",10:30p,Golden State Warriors,105,Phoenix Suns,96,Golden State Warriors,"18,064"
"Sat, Dec 28, 2019",5:00p,Denver Nuggets,119,Memphis Grizzlies,110,Denver Nuggets,"19,697"
"Sat, Dec 28, 2019",7:00p,Boston Celtics,97,Toronto Raptors,113,Toronto Raptors,"19,156"
